URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_254,32,8,iso-8859-1,Apache,334,SI,--,19/02/2009 0:00,22/12/2015 0:00,8,1,4,816,10,13,1541,958,10,2.0,0
B0_870,39,8,UTF-8,Apache/2,1007,PA,Panama,30/07/2009 4:01,19/04/2017 10:41,0,0,0,0,0,0,0,0,0,0.0,0
B0_1219,37,10,utf-8,Apache,14109,US,California,22/02/2006 0:00,22/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_75,27,7,UTF-8,Apache,193,US,PA,19/01/2015 0:00,3/03/2017 0:00,9,0,1,1838,11,13,4524,1992,11,2.0,1
B0_1191,52,12,UTF-8,LiteSpeed,NA,PA,PANAMA,5/03/2005 0:00,14/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_499,29,8,UTF-8,GSE,20404,US,CA,31/07/2000 0:00,29/06/2016 0:00,33,6,5,3533,37,35,46688,3859,37,4.0,0
B0_397,59,9,us-ascii,None,324,US,CO,15/08/1995 0:00,13/07/2016 0:00,14,0,1,1797,18,19,2308,2105,18,4.0,0
B0_132,73,13,iso-8859-1,Apache/2.2.15 (CentOS),NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,27,12,5,3149,33,34,37964,3647,33,6.0,0
B0_2281,56,11,iso-8859-1,Apache,229,None,None,13/10/2000 0:00,28/08/2015 0:00,5,5,3,450,5,7,479,450,5,0.0,0
B0_2155,33,7,UTF-8,GSE,60722,US,CA,31/07/2000 0:00,29/06/2016 0:00,4,2,3,408,4,6,382,408,4,0.0,0
M0_96,33,11,utf-8,nginx,NA,None,None,8/06/2007 0:00,18/09/2012 0:00,8,0,2,1045,12,11,1362,1333,12,4.0,1
B0_785,88,16,utf-8,Microsoft-IIS/7.5,9083,US,va,29/04/1994 0:00,30/08/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_176,37,11,ISO-8859-1,Apache,NA,None,None,4/11/1998 0:00,15/11/2016 0:00,44,2,10,5009,50,50,40316,5511,50,6.0,1
B0_96,28,6,utf-8,None,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,26,19,3,2632,30,36,27404,2916,30,4.0,0
M0_53,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,25,0,2,4101,31,28,12614,4565,31,6.0,1
B0_1152,234,34,ISO-8859-1,cloudflare-nginx,NA,US,CA,1/04/1998 0:00,9/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_444,36,7,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,7/09/2000 0:00,8/12/2016 0:00,8,0,2,784,10,11,16959,958,10,2.0,0
B0_494,88,15,UTF-8,Apache,NA,None,None,25/03/2010 0:00,25/03/2017 0:00,11,3,4,1346,15,16,1725,1670,15,4.0,0
B0_1175,32,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_215,33,8,UTF-8,mw2114.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,32,11,6,3694,40,32,11543,4286,40,8.0,0
B0_504,31,7,UTF-8,Apache/2.2.15 (Red Hat),5132,US,FL,4/09/2004 0:00,24/08/2016 0:00,27,0,3,2743,33,33,43878,3181,33,6.0,0
B0_2208,74,13,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_1387,38,8,iso-8859-1,Apache/2,345,US,CA,24/09/1996 0:00,30/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2198,52,9,utf-8,Apache,44313,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,4,1,420,4,5,414,420,4,0.0,0
B0_2168,60,13,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,1,1,1,202,1,4,250,202,1,0.0,0
B0_2090,44,9,ISO-8859-1,nginx,1511,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,6,4,3,640,6,8,606,640,6,0.0,0
B0_2154,63,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,3/12/1996 0:00,23/02/2017 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_162,201,34,utf-8,Apache/2.2.16 (Debian),8904,US,FL,15/02/1999 0:00,15/07/2015 0:00,83,2,6,6631,87,89,132181,6945,87,4.0,0
B0_366,36,8,UTF-8,mw2239.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,85,73,9,7506,91,96,107416,7962,91,6.0,0
B0_518,42,9,UTF-8,Apache/2.2.22 (Debian),8769,SC,Not Applicable,29/09/2015 0:00,24/03/2017 0:00,5,0,3,334,7,6,412,474,7,2.0,0
B0_750,54,12,utf-8,None,1682,US,FL,6/11/1998 0:00,5/09/2014 0:00,12,1,5,1404,16,17,1587,1700,16,4.0,0
B0_586,34,9,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,111,US,California,17/01/2005 0:00,18/01/2017 0:00,21,0,5,2292,23,24,16147,2450,23,2.0,0
B0_879,55,12,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_36,126,24,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_703,40,6,iso-8859-1,None,411,US,TX,2/03/1999 0:00,1/02/2017 0:00,14,1,3,1981,20,19,6759,2497,20,6.0,0
B0_2092,114,23,utf-8,cloudflare-nginx,NA,US,DE,28/07/1999 0:00,10/09/2016 0:00,4,2,3,396,4,4,246,396,4,0.0,0
B0_1038,28,6,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_186,65,12,utf-8,nginx + Phusion Passenger,NA,CA,ON,27/05/2010 0:00,27/02/2017 0:00,35,9,12,2820,43,26,3034,3428,43,8.0,0
M4_42,123,25,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
M4_75,43,10,UTF-8,nginx/1.12.0,NA,None,None,None,None,0,0,0,0,0,2,124,0,0,0.0,1
B0_49,44,8,UTF-8,Apache/2.4.6 (CentOS),25825,US,CA,25/01/1995 0:00,5/12/2013 0:00,71,1,6,5647,79,79,120385,6295,79,8.0,0
B0_161,22,6,utf-8,openresty/1.11.2.1,NA,US,CA,3/07/1999 0:00,7/08/2015 0:00,39,29,6,3833,43,42,22495,4125,43,4.0,0
B0_2043,49,10,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,15,6,8,1122,15,11,702,1122,15,0.0,0
B0_652,33,7,UTF-8,Jetty(9.0.z-SNAPSHOT),NA,US,NY,12/03/1999 0:00,16/11/2016 0:00,105,98,7,8692,111,130,179133,9172,111,6.0,0
B0_2315,24,6,us-ascii,Microsoft-HTTPAPI/2.0,324,CA,quebec,7/04/2011 0:00,8/04/2017 0:00,6,4,4,564,6,8,508,564,6,0.0,0
B0_610,50,9,utf-8,Microsoft-IIS/7.5,5316,US,FL,2/01/2003 0:00,1/01/2017 0:00,57,4,6,6820,59,61,79053,6966,59,2.0,0
B0_1285,39,8,utf-8,nginx,NA,US,Oregon,30/08/2000 0:00,16/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1343,45,8,utf-8,AmazonS3,365,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2050,59,13,UTF-8,None,9322,US,AZ,31/12/2005 0:00,31/12/2016 0:00,8,5,6,672,8,12,768,672,8,0.0,0
B0_668,94,19,UTF-8,Apache/2.4.7 (Ubuntu),8404,US,Massachusetts,24/02/2008 18:32,25/02/2017 14:18,20,8,6,2976,26,23,8187,3476,26,6.0,0
M0_146,48,11,UTF-8,nginx,640,None,None,None,None,23,1,4,2912,31,25,3753,3494,31,8.0,1
B0_461,35,9,UTF-8,cloudflare-nginx,NA,None,None,4/03/2004 0:00,5/10/2015 0:00,12,2,6,1258,16,17,1862,1542,16,4.0,0
B0_1028,31,8,utf-8,ATS,604,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1029,35,9,ISO-8859-1,DOSarrest,NA,KY,GRAND CAYMAN,8/07/1996 0:00,7/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_843,50,9,ISO-8859-1,nginx/1.10.3,1149,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_3,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,1,0,1,66,1,3,190,66,1,0.0,1
M0_16,37,9,ISO-8859-1,nginx,162,CN,beijingshi,9/02/2009 0:00,27/04/2017 0:00,1,0,1,66,3,4,404,206,3,2.0,1
B0_82,35,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,27,1,5,2771,31,33,36261,3051,31,4.0,0
B0_834,136,43,utf-8,None,649263,None,None,14/12/1999 0:00,27/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_898,50,10,UTF-8,Apache/2.2.15 (CentOS),1970,US,IL,30/12/1996 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_336,89,17,UTF-8,GSE,37836,US,CA,31/07/2000 0:00,29/06/2016 0:00,55,6,14,4155,59,53,45079,4533,59,4.0,0
B0_73,30,7,ISO-8859-1,Apache/1.3.37 (Unix) mod_perl/1.29 mod_ssl/2.8.28 OpenSSL/0.9.7e-p1,NA,US,GA,29/05/1996 0:00,21/03/2017 0:00,48,3,6,3418,52,48,57377,3706,52,4.0,0
M0_44,39,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,20,0,2,2976,26,23,7783,3440,26,6.0,1
B0_1141,33,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_22,20,7,utf-8,None,13716,GB,None,11/10/2002 0:00,6/10/2016 0:00,16,6,8,1492,20,20,2334,1784,20,4.0,0
B0_734,68,14,UTF-8,nginx,NA,US,Nevada,13/11/2002 0:00,12/08/2015 0:00,52,44,3,4703,56,57,69613,5033,56,4.0,0
B0_881,56,11,ISO-8859-1,Aeria Games & Entertainment,17072,DE,Berlin,31/07/2006 0:00,28/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_859,26,6,us-ascii,None,324,US,TX,9/03/2000 0:00,13/02/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_185,95,19,ISO-8859-1,nginx,162,None,None,17/10/2008 0:00,24/03/2017 0:00,12,2,3,1316,14,22,16475,1468,14,2.0,0
B0_2021,78,11,UTF-8,cloudflare-nginx,NA,US,WA,7/12/2006 0:00,2/03/2017 0:00,17,9,9,1594,17,18,1152,1594,17,0.0,0
M0_55,49,13,utf-8,nxfps,NA,KR,None,3/01/2002 0:00,12/01/2015 0:00,18,0,3,1643,22,25,14342,1935,22,4.0,1
B0_284,82,17,UTF-8,cloudflare-nginx,NA,US,FL,9/07/1995 0:00,25/05/2016 0:00,3,0,1,488,5,6,482,632,5,2.0,0
B0_228,82,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),9101,None,None,11/10/2005 0:00,10/12/2016 0:00,20,6,5,2638,28,25,6137,3208,28,8.0,0
B0_739,35,8,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,32,5,8,2965,36,39,37146,3279,36,4.0,0
B0_893,70,14,UTF-8,nginx,23103,US,California,17/08/1995 0:00,16/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_422,123,21,UTF-8,Apache,20,US,CA,18/12/2008 0:00,19/12/2016 0:00,11,0,2,1344,15,13,1927,1652,15,4.0,0
B0_35,118,28,UTF-8,nginx,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,10,2,6,970,14,11,1484,1298,14,4.0,0
B0_830,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_72,26,7,ISO-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962,GB,WC1N,9/04/2002 0:00,10/04/2017 0:00,7,0,2,722,11,9,1913,1036,11,4.0,1
B0_1142,40,7,UTF-8,GSE,6222,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_98,56,11,utf-8,nginx/1.6.3 + Phusion Passenger,NA,None,None,20/04/2001 0:00,22/05/2015 0:00,10,2,3,1256,14,14,1546,1576,14,4.0,0
B0_1425,41,10,utf-8,nginx/1.8.1,NA,US,NY,18/10/1994 0:00,6/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_263,31,8,iso-8859-1,Apache/2.2.15 (CentOS),287,IN,HR,11/11/2000 0:00,3/05/2012 0:00,5,0,1,593,9,9,955,929,9,4.0,0
B0_2182,28,7,ISO-8859-1,cloudflare-nginx,NA,NL,P,30/11/1999 0:00,6/03/2017 0:00,8,4,6,696,8,10,634,696,8,0.0,0
B0_563,28,6,iso-8859-1,Apache/2.4.23 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,445,US,FL,14/05/1999 0:00,2/04/2014 0:00,28,5,8,2324,30,33,24662,2482,30,2.0,0
B0_2144,35,10,utf-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,10,9,4,756,10,12,861,756,10,0.0,0
B0_1249,57,11,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,5796,US,Arizona,14/02/2000 0:00,14/02/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1227,56,10,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2188,43,9,utf-8,Apache/2.2.15 (CentOS),19724,US,Arizona,30/01/1996 0:00,1/02/2017 0:00,4,3,2,420,4,6,366,420,4,0.0,0
B0_689,46,8,us-ascii,cloudflare-nginx,NA,US,Arizona,3/12/1999 0:00,6/10/2015 0:00,22,16,8,3094,26,27,7809,3414,26,4.0,0
B0_964,78,17,iso-8859-1,Apache,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1330,62,10,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,245,US,Missouri,11/10/2005 0:00,19/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_963,42,7,ISO-8859-1,Apache,497,US,PA,6/12/2010 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_404,75,14,utf-8,GSE,NA,US,CA,15/09/1997 0:00,20/07/2011 0:00,39,18,14,4631,49,42,12921,5353,49,10.0,0
B0_624,38,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,NA,US,California,2/07/2010 0:00,25/04/2017 0:00,20,0,3,1578,24,24,20606,1890,24,4.0,0
B0_1335,43,8,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,NA,US,GA,5/11/1997 5:00,5/09/2016 8:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_531,142,22,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,3929,US,IL,27/07/1995 0:00,8/06/2015 0:00,70,2,6,5398,74,68,137144,5740,74,4.0,0
B0_183,35,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,21,1,4,2435,25,25,39924,2715,25,4.0,0
B0_2255,90,16,UTF-8,nginx/1.9.13,40605,US,TX,2/07/1999 0:00,9/03/2015 0:00,7,4,4,630,7,9,568,630,7,0.0,0
B0_69,36,7,iso-8859-1,Apache/2.2.22,231,None,None,9/02/2001 0:00,28/12/2016 0:00,7,0,2,730,9,11,1284,870,9,2.0,0
B0_1003,65,11,ISO-8859-1,Microsoft-IIS/7.0,3830,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1302,108,21,ISO-8859-1,nginx,162,US,CA,28/02/1994 5:00,16/01/2017 17:49,0,0,0,0,0,0,0,0,0,0.0,0
B0_1200,54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),NA,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_126,24,6,ISO-8859-1,None,34,US,VA,5/03/1996 5:00,27/05/2016 14:46,65,3,5,6286,69,75,90508,6596,69,4.0,0
B0_1333,46,9,ISO-8859-1,nginx,NA,US,Arizona,21/07/2008 0:00,18/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2302,46,9,UTF-8,mw2228.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,6,4,4,564,6,8,504,564,6,0.0,0
B0_2244,39,9,ISO-8859-1,nginx,1502,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,8,4,6,684,8,12,762,684,8,0.0,0
B0_672,89,15,utf-8,Apache,19856,US,NY,18/01/1994 0:00,21/10/2016 0:00,73,58,6,6789,79,89,110553,7245,79,6.0,0
B0_2236,107,23,UTF-8,Apache,25886,US,NY,18/01/1994 0:00,21/10/2016 0:00,6,3,2,564,6,4,244,564,6,0.0,0
B0_352,74,16,UTF-8,nginx,NA,US,NJ,3/10/1997 0:00,3/08/2014 0:00,8,1,3,1088,14,13,2036,1524,14,6.0,0
B0_1050,39,7,UTF-8,Apache/2.2.15 (CentOS),256306,AU,New South Wales,8/01/2009 10:56,9/01/2017 10:11,0,0,0,0,0,0,0,0,0,0.0,0
B0_2101,36,7,UTF-8,nginx,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_1213,44,9,UTF-8,mw2242.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1196,37,7,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219,US,Missouri,12/11/2007 20:49,28/03/2017 18:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1384,39,10,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_611,60,11,ISO-8859-1,Apache,NA,CA,BC,12/10/2003 0:00,7/08/2015 0:00,29,1,4,2630,35,35,35655,3102,35,6.0,0
B0_1187,55,10,UTF-8,Apache,NA,US,FL,4/01/1997 0:00,30/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_52,63,11,utf-8,DMS/1.0.42,42913,FR,None,15/03/2005 0:00,28/06/2016 0:00,44,5,9,3414,48,46,47213,3722,48,4.0,0
B0_857,58,11,ISO-8859-1,Server,1179,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_653,102,17,ISO-8859-1,Apache,NA,US,NY,1/04/2008 22:47,2/04/2017 1:35,48,11,11,3684,54,53,47558,4164,54,6.0,0
B0_234,46,9,UTF-8,ATS,17810,US,CA,22/11/2003 0:00,1/05/2014 0:00,50,40,5,5894,58,73,69918,6478,58,8.0,0
B0_2242,29,6,iso-8859-1,nginx/1.12.0,770,US,South Carolina,2/11/2010 21:52,20/10/2015 23:34,5,3,3,486,5,7,436,486,5,0.0,0
B0_2004,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,2,2,1,276,2,4,244,276,2,0.0,0
B0_1085,45,9,ISO-8859-1,Squeegit/1.2.5 (3_sir),NA,US,MA,29/09/1994 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1233,59,10,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37,19404,US,IL,14/06/1995 0:00,17/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1071,84,17,UTF-8,Apache,12773,US,UTAH,12/08/2005 0:00,12/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1118,48,11,UTF-8,mw2230.codfw.wmnet,4699,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1414,57,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_104,52,14,UTF-8,Apache,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,41,0,1,2992,43,44,65646,3144,43,2.0,1
B0_2207,54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),NA,None,None,None,None,12,9,6,900,12,10,696,900,12,0.0,0
B0_243,98,18,UTF-8,nginx,NA,US,nj,4/03/1996 0:00,1/02/2017 0:00,44,17,11,5171,52,46,36825,5811,52,8.0,0
B0_2213,38,6,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,5/06/2003 0:00,26/11/2014 0:00,6,6,3,540,6,8,539,540,6,0.0,0
M4_28,145,26,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_669,71,12,utf-8,DMS/1.0.42,318,FR,None,15/03/2005 0:00,28/06/2016 0:00,25,3,5,3428,29,23,28007,3736,29,4.0,0
B0_745,69,14,UTF-8,Jetty(9.0.z-SNAPSHOT),NA,US,NY,12/03/1999 0:00,16/11/2016 0:00,31,2,8,2131,35,33,30035,2437,35,4.0,0
B0_2060,82,17,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,10/11/1994 0:00,8/10/2014 0:00,5,4,2,498,5,6,376,498,5,0.0,0
B0_2122,22,6,iso-8859-1,nginx,318,US,Tennessee,2/11/2003 0:00,29/06/2015 0:00,8,6,6,696,8,10,636,696,8,0.0,0
B0_55,46,10,ISO-8859-1,nginx,1519,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,21,0,3,4103,25,30,16662,4405,25,4.0,0
B0_184,38,8,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,39,25,11,5509,47,45,25776,6115,47,8.0,0
B0_1087,34,7,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_440,67,12,ISO-8859-1,Apache,15742,US,NY,30/12/2002 0:00,9/04/2014 0:00,16,6,6,2135,20,22,3485,2443,20,4.0,0
B0_716,55,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,33,29,1,5665,43,36,19433,6401,43,10.0,0
B0_2140,44,10,utf-8,Apache,45958,CA,ON,9/12/2003 0:00,22/10/2016 0:00,6,6,3,540,6,8,539,540,6,0.0,0
B0_2233,143,22,ISO-8859-1,AkamaiGHost,374,US,DC,15/06/2006 0:00,22/06/2016 0:00,6,5,2,564,6,7,442,564,6,0.0,0
B0_327,68,13,utf-8,nginx,NA,US,Arizona,30/11/2006 0:00,17/04/2015 0:00,20,1,4,1900,24,25,15998,2204,24,4.0,0
M4_20,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1274,58,11,us-ascii,Microsoft-HTTPAPI/2.0,324,AU,None,22/07/2008 0:00,22/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2029,49,9,UTF-8,nginx,NA,US,CA,7/10/2005 16:25,10/09/2016 6:58,12,3,4,864,12,6,372,864,12,0.0,0
B0_2172,42,7,ISO-8859-1,Apache,NA,US,Indiana,18/07/2002 0:00,10/07/2013 0:00,6,4,4,528,6,8,612,528,6,0.0,0
B0_2210,61,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,20,8,7,1344,20,10,739,1344,20,0.0,0
B0_359,60,11,ISO-8859-1,cloudflare-nginx,NA,US,Illinois,28/08/2001 0:00,28/04/2015 0:00,29,22,3,4932,35,41,23578,5392,35,6.0,0
M0_64,43,11,iso-8859-1,Apache/1.3.27 (Unix) PHP/4.4.1,NA,None,None,3/03/2000 0:00,8/12/2015 0:00,10,0,5,925,12,12,1399,1079,12,2.0,1
B0_2132,50,9,utf-8,Server,NA,US,CA,9/12/2002 0:00,2/05/2014 0:00,5,3,3,498,5,6,372,498,5,0.0,0
M0_164,49,12,ISO-8859-1,nginx/1.2.1,2211,UA,widestep@mail.ru,9/03/2004 0:00,4/01/2016 0:00,12,8,1,2037,16,16,6187,2355,16,4.0,1
B0_2292,60,11,UTF-8,nginx/1.2.1,2544,None,None,16/07/1998 16:08,None,4,2,3,408,4,4,250,408,4,0.0,0
B0_1140,45,8,ISO-8859-1,Microsoft-IIS/8.5,1245,US,FL,30/10/2002 0:00,6/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_335,72,15,ISO-8859-1,None,33528,None,None,None,None,18,4,4,2083,22,28,17862,2371,22,4.0,0
B0_158,45,11,UTF-8,Apache,3042,US,CA,20/10/1998 0:00,4/12/2013 0:00,14,0,7,1201,18,17,4922,1495,18,4.0,0
B0_84,139,21,utf-8,Apache/2.2.15 (Red Hat),35170,None,None,None,None,47,3,8,3718,51,47,44519,4064,51,4.0,0
B0_1359,36,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,DE,14/10/2005 0:00,21/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_54,151,29,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_1093,92,19,UTF-8,Apache/2.4.7 (Ubuntu),5610,US,MI,8/07/1996 0:00,27/09/2012 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_718,59,11,ISO-8859-1,Apache/2.2.22 (Ubuntu),125,US,Oregon,21/11/1997 0:00,5/03/2017 0:00,38,4,10,3936,44,46,29443,4404,44,6.0,0
B0_382,82,13,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Florida,2/10/2007 0:00,20/07/2014 0:00,31,26,6,3286,37,45,28351,3776,37,6.0,0
M0_132,43,13,UTF-8,nginx,646,None,None,None,None,11,1,4,1266,15,12,966,1554,15,4.0,1
B0_219,84,14,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,67,17,5,13331,73,70,67914,13771,73,6.0,0
